respID,Response,Std,DupeCount,OrigCount,OG99,OrigSum,OG99Sum,FlexCat,FlexCount,FlexSum,ShiftCount,ShiftSum,StartingRow,CaseOrder,RespSec,ReadSec,N,M,count,MAUI,pct_giving,UI95
40824269,pick lock,lock picker,186,0,0,0,0,tip,1,2,1,2,97,2,5.03,4.877,928,294,178,0.10496614,0.201357466,0
27743780,Organize papers,organize,89,0,0,1,0,bind,1,2,1,2,99,1,6.568,2.178,928,294,85,0.226721219,0.096153846,0
27743780,Use to eject CD from CD player,eject disk sim tray,28,1,0,1,0,tip,1,2,1,2,99,2,15.015,2.178,928,294,27,0.500282167,0.030542986,1
58949771,enter,enter,1,1,1,1,1,icon,1,1,1,1,101,1,NA,4.776,928,294,1,0.949633183,0.001131222,1
88227507,metal,metal,145,0,0,0,0,attribute,1,1,1,1,102,1,5.146,7.473,928,294,133,0.195965011,0.150452489,0
33445422,toothpick,toothpick,58,0,0,0,0,tip,1,1,1,1,103,1,13.007,3.417,928,294,56,0.279063205,0.063348416,0
40281367,paper,paper s ,173,0,0,1,0,bind,1,2,1,2,104,1,2.594,2.088,928,294,167,0.153639955,0.188914027,0
40281367,clip,clip,24,1,0,1,0,icon,1,2,1,2,104,2,4.057,2.088,928,294,22,0.551918736,0.024886878,1
34007163,paper,paper s ,173,0,0,0,0,bind,1,1,1,1,106,1,12.42,15.009,928,294,167,0.153639955,0.188914027,0
29091592,Papers,paper s ,173,0,0,3,2,bind,1,3,0,2,107,1,3.445,1.637,928,294,167,0.153639955,0.188914027,0
29091592,Reports,report,7,1,1,3,2,bind,0,3,0,2,107,2,9.613,1.637,928,294,7,0.750141084,0.007918552,1
29091592,Light,light,7,1,1,3,2,attribute,1,3,1,2,107,3,17.34,1.637,928,294,7,0.750141084,0.007918552,1
29091592,Office,office,51,0,0,3,2,location,1,3,1,2,107,4,20.764,1.637,928,294,45,0.342268623,0.050904977,0
29091592,School,school,15,1,0,3,2,location,0,3,0,2,107,5,24.268,1.637,928,294,15,0.624576749,0.016968326,1
92438931,metal,metal,145,0,0,6,2,attribute,1,1,1,1,112,1,26.672,5.992,928,294,133,0.195965011,0.150452489,0
92438931,color,colors,46,1,0,6,2,attribute,0,1,0,1,112,2,27.92,5.992,928,294,45,0.342268623,0.050904977,0
92438931,small,small,42,1,0,6,2,attribute,0,1,0,1,112,3,30.083,5.992,928,294,40,0.378103837,0.045248869,1
92438931,large,large,16,1,0,6,2,attribute,0,1,0,1,112,4,32.328,5.992,928,294,16,0.611738149,0.018099548,1
92438931,plastic,plastic,37,1,0,6,2,attribute,0,1,0,1,112,5,35.029,5.992,928,294,36,0.426636569,0.040723982,1
92438931,standard,standard,1,1,1,6,2,attribute,0,1,0,1,112,6,38.827,5.992,928,294,1,0.949633183,0.001131222,1
92438931,butterfly,butterfly,1,1,1,6,2,attribute,0,1,0,1,112,7,42.121,5.992,928,294,1,0.949633183,0.001131222,1
15979437,hold papers together,hold paper together,294,0,0,3,3,bind,1,2,1,2,119,1,6.962,3.044,928,294,283,0.039926637,0.320135747,0
15979437,reset a clock,press reset button,57,0,0,3,3,tip,1,2,1,2,119,2,14.759,3.044,928,294,53,0.294441309,0.059954751,0
15979437,scrap a pan,scrape dishes,1,1,1,3,3,tip,0,2,0,2,119,3,26.031,3.044,928,294,1,0.949633183,0.001131222,1
15979437,unlock a door,lock picker,186,0,0,3,3,tip,0,2,0,2,119,4,39.407,3.044,928,294,178,0.10496614,0.201357466,0
15979437,unscrew a screw,screwdriver,7,1,1,3,3,tip,0,2,0,2,119,5,50.927,3.044,928,294,7,0.750141084,0.007918552,1
15979437,pick teeth,toothpick,58,0,0,3,3,tip,0,2,0,2,119,6,62.717,3.044,928,294,56,0.279063205,0.063348416,0
15979437,clean shoes,clean shoe,1,1,1,3,3,tip,0,2,0,2,119,7,68.162,3.044,928,294,1,0.949633183,0.001131222,1
34726473,metal,metal,145,0,0,2,0,attribute,1,4,1,4,126,1,2.295,5.508,928,294,133,0.195965011,0.150452489,0
34726473,wire,wire,23,1,0,2,0,bend,1,4,1,4,126,2,2.906,5.508,928,294,22,0.551918736,0.024886878,1
34726473,paper,paper s ,173,0,0,2,0,bind,1,4,1,4,126,3,4.573,5.508,928,294,167,0.153639955,0.188914027,0
34726473,office,office,51,0,0,2,0,location,1,4,1,4,126,4,5.921,5.508,928,294,45,0.342268623,0.050904977,0
34726473,work,work,21,1,0,2,0,location,0,4,0,4,126,5,6.602,5.508,928,294,21,0.567155756,0.023755656,1
83724738,clip together,paperclip,33,1,0,1,0,bind,1,1,1,1,131,1,13.472,2.62,928,294,33,0.446247178,0.037330317,1
83724738,holding paper,hold paper together,294,0,0,1,0,bind,0,1,0,1,131,2,24.079,2.62,928,294,283,0.039926637,0.320135747,0
68061100,whole paper,hold paper together,294,0,0,2,0,bind,1,2,0,2,133,1,3.46,2.796,928,294,283,0.039926637,0.320135747,0
68061100,use as a button,button,16,1,0,2,0,bend,1,2,1,2,133,2,15.208,2.796,928,294,15,0.624576749,0.016968326,1
68061100,hair clip,hair tie,39,1,0,2,0,bind,0,2,1,2,133,3,21.65,2.796,928,294,37,0.416337472,0.041855204,1
10291599,clip paper,clip,24,1,0,5,1,icon,1,3,1,3,136,1,4.403,2.006,928,294,22,0.551918736,0.024886878,1
10291599,poke someone,poker,26,1,0,5,1,tip,1,3,1,3,136,2,12.298,2.006,928,294,25,0.522291196,0.028280543,1
10291599,use as a small tool,tool,26,1,0,5,1,tip,0,3,0,3,136,3,20.955,2.006,928,294,23,0.539362302,0.0260181,1
10291599,use to scratch,scratch an itch,3,1,1,5,1,tip,0,3,0,3,136,4,34.664,2.006,928,294,3,0.842832957,0.003393665,1
10291599,use in artwork,arts crafts,39,1,0,5,1,bend,1,3,1,3,136,5,99.414,2.006,928,294,35,0.436653499,0.03959276,1
62270097,Use it to clean your tooth,toothpick,58,0,0,0,0,tip,1,1,1,1,141,1,8.339,1.463,928,294,56,0.279063205,0.063348416,0
30443275,hold paper together,hold paper together,294,0,0,4,1,bind,1,4,1,5,142,1,4.242,1.886,928,294,283,0.039926637,0.320135747,0
30443275,necklace,necklace,41,1,0,4,1,link,1,4,1,5,142,2,5.56,1.886,928,294,39,0.394892777,0.044117647,1
30443275,earrings,earring,62,0,0,4,1,bend,1,4,1,5,142,3,6.658,1.886,928,294,57,0.263120767,0.064479638,0
30443275,bracelet,bracelet,8,1,1,4,1,bend,0,4,0,5,142,4,8.014,1.886,928,294,8,0.7251693,0.009049774,1
30443275,clean out crevices,clean crevice,21,1,0,4,1,tip,1,4,1,5,142,5,11.922,1.886,928,294,21,0.567155756,0.023755656,1
30443275,pick a lock,lock picker,186,0,0,4,1,tip,0,4,0,5,142,6,14.227,1.886,928,294,178,0.10496614,0.201357466,0
30443275,make art,arts crafts,39,1,0,4,1,bend,0,4,1,5,142,7,17.136,1.886,928,294,35,0.436653499,0.03959276,1
95335919,getting an obejct out of small crevices,clean crevice,21,1,0,1,0,tip,1,2,1,2,149,1,14.849,1.329,928,294,21,0.567155756,0.023755656,1
95335919,holding stack of paper together,hold paper together,294,0,0,1,0,bind,1,2,1,2,149,2,33.101,1.329,928,294,283,0.039926637,0.320135747,0
34390645,Staples,staple,49,0,0,1,0,bend,1,3,1,3,151,1,7.265,11.037,928,294,49,0.315744921,0.055429864,0
34390645,Metal,metal,145,0,0,1,0,attribute,1,3,1,3,151,2,15.165,11.037,928,294,133,0.195965011,0.150452489,0
34390645,Paper,paper s ,173,0,0,1,0,bind,1,3,1,3,151,3,17.52,11.037,928,294,167,0.153639955,0.188914027,0
34390645,Stacks,stack,12,1,0,1,0,bind,0,3,0,3,151,4,23.984,11.037,928,294,11,0.686653499,0.012443439,1
78038895,hold paper together,hold paper together,294,0,0,1,0,bind,1,2,0,1,155,1,10.361,32.723,928,294,283,0.039926637,0.320135747,0
78038895,hold chip bags closed,chip clip,15,1,0,1,0,bind,0,2,0,1,155,2,34.233,32.723,928,294,14,0.641083521,0.015837104,1
78038895,open a locked door,lock picker,186,0,0,1,0,tip,1,2,1,1,155,3,47.073,32.723,928,294,178,0.10496614,0.201357466,0
74750711,hold stuff,hold,30,1,0,2,1,bind,1,2,1,2,158,1,32.584,21.886,928,294,27,0.500282167,0.030542986,1
74750711,fix things,fix things,3,1,1,2,1,bend,1,2,1,2,158,2,44.036,21.886,928,294,3,0.842832957,0.003393665,1
45276419,paperclip,paperclip,33,1,0,1,0,bind,1,1,1,1,160,1,NA,1.583,928,294,33,0.446247178,0.037330317,1
56999008,work,work,21,1,0,2,0,location,1,2,1,2,161,1,4.424,9.173,928,294,21,0.567155756,0.023755656,1
56999008,fastener,fastener,32,1,0,2,0,bind,1,2,1,2,161,2,10.45,9.173,928,294,30,0.468115124,0.033936652,1
66597740,hold paper,hold paper together,294,0,0,0,0,bind,1,1,0,0,163,1,7.176,2.249,928,294,283,0.039926637,0.320135747,0
57802610,instrument,instrument,2,1,1,5,1,bend,1,3,1,4,164,1,11.453,1.709,928,294,2,0.878668172,0.002262443,1
57802610,weapon,weapon,32,1,0,5,1,tip,1,3,1,4,164,2,22.147,1.709,928,294,29,0.480671558,0.03280543,1
57802610,art tool,tool,26,1,0,5,1,tip,0,3,0,4,164,3,28.806,1.709,928,294,23,0.539362302,0.0260181,1
57802610,hair clip,hair tie,39,1,0,5,1,bind,1,3,1,4,164,4,38.136,1.709,928,294,37,0.416337472,0.041855204,1
57802610,fashion accessory,jewelry,23,1,0,5,1,bend,0,3,1,4,164,5,62.763,1.709,928,294,22,0.551918736,0.024886878,1
28900889,unlock doos,lock picker,186,0,0,1,0,tip,1,1,1,1,169,1,7.407,1.7,928,294,178,0.10496614,0.201357466,0
28900889,weapon,weapon,32,1,0,1,0,tip,0,1,0,1,169,2,35.469,1.7,928,294,29,0.480671558,0.03280543,1
30381352,office,office,51,0,0,2,1,location,1,4,1,5,171,1,NA,3.889,928,294,45,0.342268623,0.050904977,0
30381352,metal,metal,145,0,0,2,1,attribute,1,4,1,5,171,2,NA,3.889,928,294,133,0.195965011,0.150452489,0
30381352,stapler,staple,49,0,0,2,1,bend,1,4,1,5,171,3,NA,3.889,928,294,49,0.315744921,0.055429864,0
30381352,staple,staple,49,0,0,2,1,bend,0,4,0,5,171,4,NA,3.889,928,294,49,0.315744921,0.055429864,0
30381352,papers,paper s ,173,0,0,2,1,bind,1,4,1,5,171,5,NA,3.889,928,294,167,0.153639955,0.188914027,0
30381352,copier,copier,3,1,1,2,1,location,0,4,1,5,171,6,NA,3.889,928,294,3,0.842832957,0.003393665,1
30381352,desk,desk,14,1,0,2,1,location,0,4,0,5,171,7,NA,3.889,928,294,14,0.641083521,0.015837104,1
20564348,Hold papers,hold paper together,294,0,0,0,0,bind,1,2,1,2,178,1,5.487,2.966,928,294,283,0.039926637,0.320135747,0
20564348,Reset electronics,press reset button,57,0,0,0,0,tip,1,2,1,2,178,2,8.281,2.966,928,294,53,0.294441309,0.059954751,0
36875281,an earring,earring,62,0,0,0,0,bend,1,2,1,2,180,1,2.843,1.547,928,294,57,0.263120767,0.064479638,0
36875281,a toothpick,toothpick,58,0,0,0,0,tip,1,2,1,2,180,2,5.131,1.547,928,294,56,0.279063205,0.063348416,0
36875281,picking a lock,lock picker,186,0,0,0,0,tip,0,2,0,2,180,3,8.004,1.547,928,294,178,0.10496614,0.201357466,0
76165636,not a staple,staple,49,0,0,1,0,bend,1,5,1,6,183,1,15.773,2.991,928,294,49,0.315744921,0.055429864,0
76165636,holder of papers,hold paper together,294,0,0,1,0,bind,1,5,1,6,183,2,24.567,2.991,928,294,283,0.039926637,0.320135747,0
76165636,possible lockpick,lock picker,186,0,0,1,0,tip,1,5,1,6,183,3,32.034,2.991,928,294,178,0.10496614,0.201357466,0
76165636,punk rock earring,earring,62,0,0,1,0,bend,0,5,1,6,183,4,49.698,2.991,928,294,57,0.263120767,0.064479638,0
76165636,individually cheap,cheap,12,1,0,1,0,attribute,1,5,1,6,183,5,66.904,2.991,928,294,11,0.686653499,0.012443439,1
76165636,link to make a chain,chain,62,0,0,1,0,link,1,5,1,6,183,6,73.71,2.991,928,294,58,0.246896163,0.06561086,0
18336996,lock pick,lock picker,186,0,0,4,0,tip,1,2,1,4,189,1,9.557,1.193,928,294,178,0.10496614,0.201357466,0
18336996,fishing hook,fishhook,11,1,0,4,0,bend,1,2,1,4,189,2,15.332,1.193,928,294,11,0.686653499,0.012443439,1
18336996,picture hanger,picture hanger,15,1,0,4,0,bend,0,2,0,4,189,3,23.187,1.193,928,294,15,0.624576749,0.016968326,1
18336996,tooth pick,toothpick,58,0,0,4,0,tip,0,2,1,4,189,4,33.313,1.193,928,294,56,0.279063205,0.063348416,0
18336996,clean under fingernails,clean fingernail,42,1,0,4,0,tip,0,2,0,4,189,5,45.045,1.193,928,294,40,0.378103837,0.045248869,1
18336996,wire tie,twist tie,13,1,0,4,0,bend,0,2,1,4,189,6,54.286,1.193,928,294,13,0.656179458,0.014705882,1
49945991,clip papers,paperclip,33,1,0,3,1,bind,1,3,1,3,195,1,3.928,1.542,928,294,33,0.446247178,0.037330317,1
49945991,clean finger nails,clean fingernail,42,1,0,3,1,tip,1,3,1,3,195,2,11.27,1.542,928,294,40,0.378103837,0.045248869,1
49945991,antenna,antenna,8,1,1,3,1,bend,1,3,1,3,195,3,13.375,1.542,928,294,6,0.775112867,0.00678733,1
79242083,office,office,51,0,0,2,0,location,1,2,1,2,198,1,3.054,5.288,928,294,45,0.342268623,0.050904977,0
79242083,work,work,21,1,0,2,0,location,0,2,0,2,198,2,6.344,5.288,928,294,21,0.567155756,0.023755656,1
79242083,files,files,15,1,0,2,0,bind,1,2,1,2,198,3,8.364,5.288,928,294,14,0.641083521,0.015837104,1
79242083,papers,paper s ,173,0,0,2,0,bind,0,2,0,2,198,4,10.884,5.288,928,294,167,0.153639955,0.188914027,0
79242083,organization,organize,89,0,0,2,0,bind,0,2,0,2,198,5,20.32,5.288,928,294,85,0.226721219,0.096153846,0
91056650,Pick locks,lock picker,186,0,0,2,0,tip,1,2,1,3,203,1,2.994,20.359,928,294,178,0.10496614,0.201357466,0
91056650,Clip papers,clip paper,27,1,0,2,0,bind,1,2,1,3,203,2,6.351,20.359,928,294,26,0.511568849,0.029411765,1
91056650,Clean fingernails,clean fingernail,42,1,0,2,0,tip,0,2,1,3,203,3,11.356,20.359,928,294,40,0.378103837,0.045248869,1
