NumID,Type,ItemOrd,Response,Std,Flex = 56,FlexCode,RespSec,ReadSec
15515592,2,3,Magnet,magnet,hold,329,47.34,19.863
15515592,2,3,Iron,iron,material,321,51.559,19.863
15515592,2,3,Gold,gold,material,321,53.702,19.863
15709838,1,1,Hold paper together,hold paper together,bind,111,51.725,27.108
15709838,1,1,pull bangs out of your eyes,pull bangs out of eyes,bind,111,,27.108
15709838,1,1,hold a chip bag closed,bag clip,bind,111,,27.108
15709838,1,1,puncture something,puncture something,sharp,118,,27.108
15709838,1,2,Put on bottom of birgcage,bird cage lining,cover,213,41.459,6.157
15709838,1,2,set something on fire,fire starter,fuel,218,,6.157
15709838,1,2,Read,read,read,211,,6.157
15709838,1,2,pack glass in for moving,packing,fill,215,,6.157
15709838,1,3,Brush teeth,brush teeth,dental health,311,29.542,3.282
15709838,1,3,clean jewelery,clean jewelry,clean,312,,3.282
15709838,1,3,clean fingerils,clean fingerils,clean,312,,3.282
15709838,1,3,brush eyebrows,eyebrow brush,brush,313,,3.282
15798026,2,1,FOOTBALL,football,game,126,7.273,21.143
15798026,2,2,BUS,bus,transit,223,4.121,6.182
15798026,2,2,AUTO,automobile,vehicle,221,7.009,6.182
15798026,2,2,BIKE,bicycle,human,222,10.443,6.182
15798026,2,3,ROPE,rope,structural,324,2.621,4.295
15798026,2,3,ELEPHANT,elephant,animal,323,7.211,4.295
15798026,2,3,IRON,iron,material,321,10.435,4.295
15977809,2,1,DICE,dice,game,126,137.088,18.323
15977809,2,1,CHESS BOARD,chess,game,126,,18.323
15977809,2,1,BOOK,book,flat,121,,18.323
15977809,2,1,BOX,box,container,122,,18.323
15977809,2,1,FRAME,frame,structural,123,,18.323
15977809,2,2,CAR,car,vehicle,221,27.839,5.973
15977809,2,2,TRUCK,truck,vehicle,221,,5.973
15977809,2,2,BICYCLE,bicycle,human,222,,5.973
15977809,2,2,BUS,bus,transit,223,,5.973
15977809,2,3,IRON,iron,material,321,30.766,3.239
15977809,2,3,STEEL,steel,material,321,,3.239
15977809,2,3,MOUNTAIN,mountain,ture,326,,3.239
15977809,2,3,WOOD,wood,material,321,,3.239
15977809,2,3,STONE,stone,material,321,,3.239
16230369,3,1,arrow,arrow,symbol,135,4.15,8.428
16230369,3,2,circles,circles,symbol,235,11.357,1.442
16230369,3,2,bacteria culture,bacteria,above,232,,1.442
16230369,3,3,text boxes,text boxes,symbol,334,4.643,4.59
16230369,3,3,rectangles,rectangles,composition,336,8.993,4.59
16230369,3,3,equal signs,equal,symbol,334,11.885,4.59
16649627,3,1,arrow,arrow,symbol,135,13.358,16.493
16649627,3,1,lanes,lanes,perspective,133,21.942,16.493
16649627,3,1,cone,cone,shape,140,29.174,16.493
16649627,3,1,parabolic,parabolic,physics,138,35.847,16.493
16649627,3,1,indicator,indicator,symbol,135,42.902,16.493
16649627,3,1,crossing,crossing,perspective,133,55.31,16.493
16649627,3,2,cells,cells,above,232,10.477,2.265
16649627,3,2,tissues,tissues,above,232,13.677,2.265
16649627,3,2,disc,disc,shape,234,19.533,2.265
16649627,3,2,wheel cup,wheel cup,shape,234,28.533,2.265
16649627,3,2,steering wheel,steering wheel,shape,234,35.621,2.265
16649627,3,2,dice,die,shape,234,43.461,2.265
16649627,3,3,crossing,crosswalk,above,332,9.198,2.259
16649627,3,3,equals to,equal,symbol,334,15.662,2.259
16649627,3,3,similar to,similar,symbol,334,21.902,2.259
16649627,3,3,window pane,window,structural,331,48.903,2.259
16649627,3,3,magnet,magnet,objects,337,61.207,2.259
16659017,2,1,television,tv,technology,124,7.745,9.482
16659017,2,1,children's blocks,children's blocks,shape,125,17.055,9.482
16659017,2,1,houses,house,structural,123,24.635,9.482
16659017,2,1,tiles,tile,flat,121,32.799,9.482
16659017,2,1,picture frames,picture frame,flat,121,41.465,9.482
16659017,2,1,gamecube games,gamecube games,game,126,48.361,9.482
16659017,2,1,windows,window,structural,123,57.75,9.482
16659017,2,2,cars,car,vehicle,221,6.673,2.629
16659017,2,2,rollerskates,roller skate,human,222,17.709,2.629
16659017,2,2,trucks,truck,vehicle,221,20.202,2.629
16659017,2,2,semi-trailers,semi-trailer,vehicle,221,26.485,2.629
16659017,2,2,toy cars,toy car,mobile,225,31.306,2.629
16659017,2,2,construction equipment,construction equipment,machine,226,38.35,2.629
16659017,2,2,planes,airplane,transit,223,43.244,2.629
16659017,2,2,trains,train,transit,223,49.844,2.629
16659017,2,2,office chairs,chair,mobile,225,56.411,2.629
16659017,2,2,wheelchairs,wheelchair,human,222,59.204,2.629
16659017,2,2,hospital beds,hospital bed,mobile,225,76.319,2.629
16659017,2,2,bicycles,bicycle,human,222,83.902,2.629
16659017,2,2,motorcycles,motorcycle,vehicle,221,88.173,2.629
16659017,2,2,atv,ATV,vehicle,221,94.089,2.629
16659017,2,2,plant stands,plant stand,mobile,225,100.714,2.629
16659017,2,2,pulleys,pulley,machine,226,107.455,2.629
16659017,2,2,wagons,wagon,push/pull,224,119.115,2.629
16659017,2,2,scooters,scooter,human,222,128.292,2.629
16659017,2,2,skateboards,skateboard,human,222,139.719,2.629
16659017,2,2,rollerblades,rollerblade,human,222,146.935,2.629
16659017,2,3,my husband,husband,person,322,4.341,2.679
16659017,2,3,concrete,concrete,material,321,7.151,2.679
16659017,2,3,bricks,brick,material,321,14.752,2.679
16659017,2,3,muscles,muscle,move,327,26.256,2.679
16659017,2,3,dog jaws,dog jaw,animal,323,33.013,2.679
16659017,2,3,elephants,elephant,animal,323,37.895,2.679
16659017,2,3,horses,horse,animal,323,39.881,2.679
16659017,2,3,tree trunks,tree trunk,structural,324,44.683,2.679
16659017,2,3,tree roots,tree roots,structural,324,50.432,2.679
16659017,2,3,ice,ice,material,321,53.969,2.679
16659017,2,3,teeth,teeth,material,321,58.646,2.679
16659017,2,3,diamonds,diamond,material,321,62.924,2.679
16659017,2,3,steel,steel,material,321,75.872,2.679
16659017,2,3,mr. incredible,Mr. Incredible,person,322,82.451,2.679
16754315,1,1,Clippy,MS Office Guy,attribute,117,2.526,22.117
16754315,1,1,Stick together,stick together,bind,111,13.734,22.117
16754315,1,1,Open locks,lock picker,tool,113,24.327,22.117
16754315,1,2,"Read,",read,read,211,4.105,2.722
16754315,1,2,gather news,news,attribute,217,10.312,2.722
16754315,1,2,gather current events,current events,attribute,217,13.745,2.722
16754315,1,2,clean car windows,clean glass,clean,212,18.456,2.722
16754315,1,3,clean teeth,clean teeth,dental health,311,3.103,1.502
16754315,1,3,clean bottles,bottle cleaner,clean,312,6.341,1.502
17481495,2,1,table,table,structural,123,17.67,1.548
17481495,2,1,old school TV,tv,technology,124,,1.548
17481495,2,1,phone buttons,phone button,technology,124,,1.548
17481495,2,2,trains,train,transit,223,5.335,1.356
17481495,2,2,cars,car,vehicle,221,6.826,1.356
17481495,2,2,trucks,truck,vehicle,221,8.272,1.356
17481495,2,2,bikes,bicycle,human,222,13.465,1.356
17481495,2,2,motorcycles,motorcycle,vehicle,221,17.211,1.356
17481495,2,2,planes,airplane,transit,223,18.148,1.356
17481495,2,3,wrestlers,wrestler,person,322,5.167,0.962
17481495,2,3,bodybuilders,bodybuilder,person,322,10.773,0.962
17481495,2,3,weightlifters,weight lifter,person,322,15.842,0.962
17481495,2,3,athletes,athlete,person,322,17.747,0.962
17481495,2,3,lions,lion,animal,323,18.664,0.962
17481495,2,3,tigets,tiger,animal,323,19.514,0.962
17481495,2,3,bears,bear,animal,323,20.864,0.962
17666892,2,1,cube,cube,shape,125,2.136,47.523
17666892,2,1,pillow,pillow,flat,121,3.824,47.523
17666892,2,1,basket,basket,container,122,12.809,47.523
17666892,2,1,bag,bag,container,122,26.953,47.523
17666892,2,2,car,car,vehicle,221,1.485,3.496
17666892,2,2,motor,motorcycle,vehicle,221,6.19,3.496
17666892,2,2,bicycle,bicycle,human,222,8.718,3.496
17666892,2,2,buggy,buggy,human,222,9.782,3.496
17666892,2,2,bus,bus,transit,223,13.813,3.496
17666892,2,2,train,train,transit,223,15.221,3.496
17666892,2,2,metro,metro,transit,223,20.869,3.496
17666892,2,2,vacuum cleaner,vacuum cleaner,push/pull,224,39.892,3.496
17666892,2,2,trolley,trolley,transit,223,61.933,3.496
17666892,2,2,tractor,tractor,vehicle,221,67.372,3.496
17666892,2,2,quad,quad,vehicle,221,108.515,3.496
17666892,2,2,rollerblades,rollerblade,human,222,111.924,3.496
17666892,2,3,tree,tree,structural,324,3.549,2.475
17666892,2,3,metal,metal,material,321,7.461,2.475
17666892,2,3,iron,iron,material,321,8.341,2.475
17666892,2,3,my husband,husband,person,322,19.965,2.475
17666892,2,3,superman,Superman,person,322,59.34,2.475
17667467,2,1,book,book,flat,121,47.783,91.716
17667467,2,1,box,box,container,122,,91.716
17667467,2,1,cube,cube,shape,125,,91.716
17667467,2,1,tiles,tile,flat,121,,91.716
17667467,2,2,car,car,vehicle,221,12.355,2.762
17667467,2,2,bus,bus,transit,223,17.675,2.762
17667467,2,2,cart,cart,push/pull,224,20.051,2.762
17667467,2,2,van,van,vehicle,221,28.376,2.762
17667467,2,3,elephant,elephant,animal,323,16.778,4.573
17667467,2,3,iron,iron,material,321,47.992,4.573
17667467,2,3,fire,fire,ture,326,60.544,4.573
17831991,3,1,two lines will hit each other after joining,intersecting lines,perspective,133,43.639,54.761
17831991,3,2,"its an iddli thauu, iddli thattuu means vessel cooking iddly in sreem ",idlis,above,232,76.647,6.658
17831991,3,3,some rectangles,rectangles,composition,336,22.96,2.684
17831991,3,3,train window,train window,structural,331,,2.684
17905398,2,1,Box,box,container,122,60.16,11.055
17905398,2,1,playground,playground,structural,123,,11.055
17905398,2,1,table,table,structural,123,,11.055
17905398,2,1,book,book,flat,121,,11.055
17905398,2,1,boardgames,board game,game,126,,11.055
17905398,2,2,Car,car,vehicle,221,47.205,6.051
17905398,2,2,Train,train,transit,223,,6.051
17905398,2,2,Aeroplane,airplane,transit,223,,6.051
17905398,2,2,Bike,bicycle,human,222,,6.051
17905398,2,2,Jeep,Jeep,vehicle,221,,6.051
17905398,2,2,Cycle,motorcycle,vehicle,221,,6.051
17905398,2,2,Autorickshaw,autorickshaw,transit,223,,6.051
17905398,2,3,Iron,iron,material,321,16.837,5.465
17905398,2,3,Wood,wood,material,321,25.963,5.465
17905398,2,3,Road,road,structural,324,37.003,5.465
17905398,2,3,Tree,tree,structural,324,46.762,5.465
18677698,1,1,To hang clothes to dry.,clothes hanger,tool,113,22.884,63.958
18677698,1,1,To attach a bunch of papers.,hold paper together,bind,111,82.49,63.958
18677698,1,2,To know about the weather forecast.,weather,attribute,217,22.862,14.225
18677698,1,2,To dry the oily scks made at home.,soak excess oils from fried food,tool,216,102.939,14.225
18677698,1,2,Use it as a covering material for notebooks.,book cover,cover,213,171.048,14.225
18677698,1,3,Use it as a bottle cleaner.,bottle cleaner,clean,312,14.606,5.391
18677698,1,3,Use it to clean combs.,clean combs,clean,312,62.911,5.391
18684575,2,1,box,box,container,122,16.646,7.925
18684575,2,1,paper,paper,flat,121,22.645,7.925
18684575,2,1,house,house,structural,123,28.063,7.925
18684575,2,1,book,book,flat,121,34.462,7.925
18684575,2,1,tv,tv,technology,124,55.313,7.925
18684575,2,1,window,window,structural,123,60.466,7.925
18684575,2,1,door,door,structural,123,61.385,7.925
18684575,2,1,sign,sign,flat,121,104.587,7.925
18684575,2,2,car,car,vehicle,221,2.803,7.162
18684575,2,2,bike,bicycle,human,222,4.117,7.162
18684575,2,2,wagon,wagon,push/pull,224,7.011,7.162
18684575,2,2,skateboard,skateboard,human,222,10.775,7.162
18684575,2,2,roller blades,rollerblade,human,222,15.135,7.162
18684575,2,2,scooter,scooter,human,222,20.047,7.162
18684575,2,2,unicycle,unicycle,human,222,23.552,7.162
18684575,2,2,conveyer belt,conveyor belt,machine,226,66.771,7.162
18684575,2,3,car,car,structural,324,9.968,2.815
18684575,2,3,vodka,vodka,sensory,328,11.831,2.815
18684575,2,3,truck,truck,structural,324,36.21,2.815
18684575,2,3,tree,tree,structural,324,43.856,2.815
18684575,2,3,volcano,volcano,ture,326,47.581,2.815
18684575,2,3,earthquake,earthquake,ture,326,51.393,2.815
18684575,2,3,tordo,tordo,ture,326,54.273,2.815
18684575,2,3,tsumi,tsumi,ture,326,64.083,2.815
18684575,2,3,metal,metal,material,321,77.754,2.815
18684575,2,3,rock,rock,material,321,82.45,2.815
18684575,2,3,wood,wood,material,321,96.739,2.815
18686701,3,1,two lines in the right direction,two lines in right direction,formation,134,18.712,5.858
18686701,3,1,dotted lines,dotted lines,impression,137,28.756,5.858
18686701,3,1,alligator,alligator,mouth,131,35.889,5.858
18686701,3,2,pizza,pizza,above,232,2.987,2.978
18686701,3,2,dough press,dough press,above,232,12.348,2.978
18686701,3,2,revolver,revolver,holes,231,17.587,2.978
18686701,3,3,slabs,slabs,stacked,333,3.316,2.146
18686701,3,3,fields,fields,above,332,8.416,2.146
18686701,3,3,books,books,stacked,333,10.02,2.146
18686701,3,3,rectangles,rectangles,composition,336,17.332,2.146
18686701,3,3,organised,organized,symbol,334,21.17,2.146
18719320,2,1,Box,box,container,122,156.509,21.238
18719320,2,1,Music Player,music player,technology,124,178.116,21.238
18719320,2,1,Lunch Box,lunch box,container,122,189.769,21.238
18719320,2,2,Bicycle,bicycle,human,222,12.992,4.434
18719320,2,2,Motor Bike,motorcycle,vehicle,221,17.986,4.434
18719320,2,2,Car,car,vehicle,221,25.992,4.434
18719320,2,2,Bus,bus,transit,223,28.895,4.434
18719320,2,2,Lorry,lorry,vehicle,221,31.075,4.434
18719320,2,2,Tracter,tractor,vehicle,221,55.811,4.434
18719320,2,3,Building,building,structural,324,7.388,4.888
18719320,2,3,Iron,iron,material,321,15.965,4.888
18719320,2,3,Concrete,concrete,material,321,23.873,4.888
18719320,2,3,Elephent,elephant,animal,323,40.487,4.888
18719320,2,3,Lion,lion,animal,323,44.194,4.888
18719320,2,3,Myself,me,person,322,60.058,4.888
18767993,3,1,arrow,arrow,symbol,135,14.105,2.991
18767993,3,1,lines,lines,perspective,133,16.753,2.991
18767993,3,1,drawing,drawing,formation,134,34.705,2.991
18767993,3,2,circle,circle,symbol,235,5.193,2.143
18767993,3,2,group of peoples,people in a room,above,232,25.265,2.143
18767993,3,3,"rectangle,",rectangle,composition,336,5.856,1.601
18767993,3,3,window,window,structural,331,11.6,1.601
18767993,3,3,lines,lines,composition,336,17.968,1.601
18997074,2,1,Box,box,container,122,76.254,304.736
18997074,2,1,photo frames,picture frame,flat,121,,304.736
18997074,2,1,cube,cube,shape,125,,304.736
18997074,2,2,cart,cart,push/pull,224,217.448,15.173
18997074,2,2,car,car,vehicle,221,,15.173
18997074,2,2,bus,bus,transit,223,,15.173
18997074,2,2,bicycle,bicycle,human,222,,15.173
18997074,2,2,trolley,trolley,transit,223,,15.173
18997074,2,2,stretcher,stretcher,mobile,225,,15.173
18997074,2,2,train,train,transit,223,,15.173
18997074,2,2,tricycle,tricycle,human,222,,15.173
18997074,2,2,autorikshaw,autorickshaw,transit,223,,15.173
18997074,2,2,bullock cart,bullock cart,push/pull,224,,15.173
18997074,2,2,truck,truck,vehicle,221,,15.173
18997074,2,2,motorbike,motorcycle,vehicle,221,,15.173
18997074,2,2,washing machine stand,washing machine,mobile,225,,15.173
18997074,2,3,Me,me,person,322,137.147,6.319
18997074,2,3,tree,tree,structural,324,,6.319
18997074,2,3,bridge,bridge,structural,324,,6.319
18997074,2,3,building,building,structural,324,,6.319
18997074,2,3,storm,storm,ture,326,,6.319
18997074,2,3,cyclone,cyclone,ture,326,,6.319
18997074,2,3,voice,voice,sentiment,325,,6.319
18997074,2,3,smell,smell,sensory,328,,6.319
18997074,2,3,intuition,intuition,sentiment,325,,6.319
18997074,2,3,feeling,feelings,sentiment,325,,6.319
18997074,2,3,anger,anger,sentiment,325,,6.319
18997074,2,3,hatred,hatred,sentiment,325,,6.319
20576232,3,1,roads meeting,converging roads,perspective,133,11.919,17.603
20576232,3,1,path of arrow,arrow path,physics,138,18.36,17.603
20576232,3,1,dotted lines drawn on paper,dotted lines,impression,137,29.316,17.603
20576232,3,1,non parallel lines,non parallel lines,symbol,135,35.456,17.603
